Uniprot,Cluster Number,Start Pos,End Pos
P51957,25,511,702
Q5T1R4,25,1398,1595
Q9UPP1,25,850,1047
Q29RF7,25,1139,1337
Q9P281,25,1546,1748
P0C671,25,41,244
Q86V48,25,351,557
Q9Y2H5,25,659,866
Q9BTA9,25,153,362
Q5UIP0,25,1377,1589
Q86Y26,25,920,1132
P55199,25,294,507
Q5VT06,25,537,752
Q70EL1,25,369,585
O75151,25,869,1085
Q7Z4S6,25,1107,1325
B2RXH4,25,140,359
Q9NR99,25,1058,1277
Q9UBK2,25,158,381
Q9H7E2,25,230,454
P47736,25,438,663
Q9ULL0,25,446,674
Q86YD7,25,67,295
D6RGX4,25,67,296
Q7Z5J4,25,1339,1573
P0C7V4,25,67,303
A8MX19,25,67,303
A6NEW6,25,67,303
A8MXJ8,25,67,303
A6NNJ1,25,67,303
A6NKC0,25,67,303
Q9ULL8,25,422,659
P0C7W8,25,66,303
A6NJQ4,25,66,303
A6NDY2,25,66,303
Q5VT06,25,1080,1320
Q6ZRV2,25,797,1038
Q5JTC6,25,64,310
A1L443,25,507,756
Q5VZR2,25,492,741
Q9Y2H9,25,714,968
Q08050,25,459,714
O60303,25,702,963
Q8NEV8,25,1351,1615
Q66K74,25,456,733
Q15878,25,1951,2235
O76039,25,639,924
O75533,25,87,377
O15014,25,670,965
Q8TEK3,25,949,1247
Q9Y6X0,25,130,440
Q9NYZ3,25,297,621
Q9NVW2,25,48,372
A6NE21,25,67,392
P0C7W9,25,67,393
A8MXZ1,25,67,393
A8MWA6,25,67,393
P0C7X0,25,66,393
Q5VZK9,25,1032,1371
P55197,25,201,544
Q8IX21,25,246,627
Q9UGU0,25,406,794
Q14669,25,0,406
Q9UQ26,25,180,605
Q7Z2Z1,25,1020,1462
Q96L96,25,506,956
Q8N3F8,25,219,672
Q6WKZ4,25,321,788
Q6P0Q8,25,1187,1726
Q96QH2,25,0,626
Q12774,25,427,1072
Q14676,25,757,1890
P41181,26,241,271
Q8IY50,26,391,421
O43763,26,137,167
O95071,26,1290,1320
Q8IYY4,26,116,146
Q8N5Q1,26,241,271
Q5SRN2,26,51,81
Q92858,26,141,171
E9PQ18,26,34,64
Q9Y219,26,1109,1139
P55075,26,174,204
Q9UII4,26,0,30
P21580,26,687,717
Q01664,26,35,65
Q96LW9,26,216,246
Q9BV35,26,0,30
Q8WVZ9,26,0,30
Q9NR48,26,1479,1509
Q9NVD3,26,0,30
Q8N4H0,26,229,259
Q9UGI0,26,195,225
O43709,26,251,281
P12644,26,278,308
Q70CQ2,26,1451,1482
O75116,26,1043,1074
Q86Y97,26,319,350
Q9BZ95,26,338,369
P52292,26,0,31
O60258,26,185,216
P51531,26,416,447
O15050,26,2894,2925
Q6ZUT9,26,668,699
Q9NWQ4,26,22,53
Q96JJ6,26,306,337
Q69YN2,26,293,324
Q9NQ38,26,747,778
Q6ZN84,26,233,264
P35711,26,528,559
Q6ZQQ2,26,52,83
A4QMS1,26,129,160
O94906,26,110,141
Q9HCM4,26,349,380
Q9C0B0,26,235,266
Q01954,26,0,31
O14681,26,33,64
Q6ZUB1,26,85,116
Q8N3X6,26,492,524
Q9P227,26,1375,1407
Q9H254,26,2532,2564
Q7Z442,26,2427,2459
Q9H3U7,26,414,446
P78527,26,2046,2078
Q99728,26,0,32
P62841,26,42,74
Q9BR77,26,183,215
Q7Z698,26,274,306
O43812,26,72,104
Q96PT3,26,99,131
Q96PT4,26,99,131
P17844,26,474,506
Q96D70,26,133,165
O15440,26,13,45
Q8TF62,26,1102,1134
P0C7V6,26,0,33
Q92974,26,0,33
Q8IWY8,26,593,626
P59089,26,0,33
O94983,26,1133,1166
O75167,26,46,79
Q9Y6N1,26,61,94
Q8WYR1,26,385,418
Q9Y3C1,26,0,33
Q8N5U6,26,594,627
Q9P2F5,26,0,33
Q8TC90,26,135,168
Q9BY84,26,594,627
Q69YH5,26,800,833
Q9H2S1,26,546,579
Q9HCD5,26,92,125
P15692,26,127,161
Q13683,26,946,980
P62854,26,81,115
Q9UQ90,26,102,136
O75695,26,0,34
Q8WYQ4,26,114,148
Q6ZSZ6,26,265,299
Q969P6,26,18,52
Q9UFP1,26,93,127
Q9GZU2,26,581,615
P0C874,26,51,85
Q9GZU2,26,315,349
Q9H7H1,26,64,98
Q9ULD8,26,133,167
Q9Y6H8,26,103,138
Q9BX40,26,350,385
Q9UPV0,26,895,930
Q6PJ21,26,320,355
F5H4B4,26,85,120
O00142,26,16,51
P03372,26,255,290
Q9UJ96,26,125,161
Q15464,26,350,386
Q16665,26,0,36
Q02241,26,655,691
O96028,26,1329,1365
Q0VF96,26,356,392
Q6ZUB0,26,51,87
P51991,26,0,36
B4DYI2,26,53,89
Q8TDF6,26,0,36
Q13247,26,69,105
Q9UPR6,26,903,939
P62314,26,83,119
Q13243,26,71,107
Q96N87,26,592,628
A6NGC4,26,227,264
Q9HCP0,26,0,37
O60826,26,214,251
Q96AQ6,26,694,731
Q8WWY3,26,328,365
Q96MT3,26,309,346
Q9Y698,26,224,261
H3BTC1,26,0,37
Q96ST2,26,695,732
Q9Y247,26,79,116
O60879,26,1064,1101
Q12816,26,396,433
Q8IXT5,26,244,281
P01106,26,333,371
Q8NDX5,26,860,898
Q7Z4K8,26,65,103
Q9UMS5,26,148,186
P39905,26,76,114
Q8N3R9,26,49,87
Q9HAC8,26,0,38
Q9UIF8,26,838,876
O95985,26,817,855
P0CJ87,26,67,105
P0CJ90,26,67,105
P0CJ85,26,67,105
P0CJ88,26,67,105
Q9UBX2,26,67,105
Q6RFH8,26,67,105
P0CJ86,26,67,105
P0CJ89,26,67,105
Q3C1V9,26,527,566
Q9H8M9,26,64,103
P34995,26,231,270
P62241,26,0,39
Q6IQ26,26,679,718
O15131,26,0,39
Q5BJF6,26,753,792
Q8WU68,26,181,220
Q8NBI3,26,116,155
Q14593,26,529,569
Q9NP66,26,173,213
Q9BTV5,26,298,338
Q969V6,26,0,40
Q9Y6R4,26,1239,1279
O43147,26,198,238
O14607,26,987,1027
P24046,26,29,69
Q68CJ6,26,0,40
Q96HP0,26,408,448
P39023,26,0,40
Q9BQ52,26,13,53
Q07020,26,148,188
Q96SZ4,26,429,469
Q5T681,26,0,41
Q2V2M9,26,1370,1411
Q9NRL2,26,269,310
O15550,26,1040,1081
Q8NCT3,26,112,153
Q15032,26,256,297
P04004,26,358,399
Q5SQS7,26,198,239
Q15853,26,208,249
O95180,26,1561,1602
Q27J81,26,926,968
Q8IZX4,26,1235,1277
P21675,26,1216,1258
O95157,26,22,64
P46776,26,0,42
A6NC05,26,48,90
Q6ZU80,26,985,1027
P13725,26,210,252
O95025,26,735,777
H0YJW9,26,16,58
Q9UKY1,26,731,773
Q2Y0W8,26,53,96
Q8N163,26,176,219
P49759,26,9,52
Q8NEZ4,26,163,206
Q99985,26,708,751
Q9UBN1,26,221,264
P53801,26,123,166
A6NGY1,26,123,167
C9JVW0,26,98,142
Q8N9Z9,26,344,388
P15924,26,1912,1956
Q9P107,26,222,266
P22415,26,169,213
O75683,26,294,338
A9YTQ3,26,0,45
Q05195,26,26,71
O75643,26,38,83
Q9BSG1,26,120,165
Q5SQN1,26,0,45
P51826,26,21,66
Q9BV97,26,146,191
Q8N1G4,26,259,304
Q9HAH1,26,85,130
Q1KMD3,26,623,668
H3BQZ7,26,623,668
Q2I0M5,26,189,234
Q9BSC4,26,643,688
P61578,26,0,46
P80192,26,776,822
Q86V25,26,293,339
Q8N715,26,453,499
Q6N022,26,0,46
Q9Y250,26,281,327
P42766,26,77,123
O14646,26,1077,1123
Q14563,26,725,771
Q6U841,26,52,98
Q3B7T3,26,62,108
Q8WX93,26,1087,1134
Q8N954,26,17,64
O60729,26,0,47
Q9Y4L5,26,93,140
P62847,26,86,133
P01100,26,115,162
P11801,26,377,424
Q58F21,26,877,925
P43366,26,299,347
Q9NYQ6,26,2283,2331
Q6MZT1,26,0,48
Q9H5I5,26,1589,1637
Q8WYK2,26,56,105
Q8N2C7,26,1029,1078
Q3KQU3,26,162,211
P62995,26,239,288
Q9HAZ1,26,0,49
Q9UL41,26,362,411
Q9P015,26,19,68
Q9HAU4,26,212,262
P56915,26,207,257
P49450,26,0,50
Q5T2D3,26,0,50
Q6Y7W6,26,145,196
Q8IZP7,26,420,471
P04553,26,0,51
Q9HD20,26,885,937
Q92508,26,1352,1404
O76093,26,155,207
Q96MT3,26,641,693
Q9UPN6,26,1116,1168
M0R150,26,9,62
O14594,26,1268,1321
Q96KP6,26,81,135
Q9NQZ2,26,415,469
Q86VI4,26,74,128
P17098,26,483,537
Q96D53,26,38,92
Q9HAZ1,26,92,146
Q8TAU0,26,98,153
Q8NCU7,26,190,245
P09430,26,0,55
Q8N9T8,26,15,70
A6NLJ0,26,184,240
Q8N4Y2,26,190,246
Q15773,26,192,248
Q9NY46,26,480,536
Q9UPZ6,26,259,315
Q9UIF8,26,990,1047
Q96MW1,26,167,224
P49760,26,91,148
P13805,26,96,154
Q8NA82,26,28,86
Q96GY3,26,32,91
Q969E3,26,61,120
Q01081,26,180,240
Q07955,26,188,248
Q96MU7,26,506,566
Q96CS4,26,88,149
Q9UQD0,26,1919,1980
Q16520,26,0,63
Q9Y6M7,26,46,109
Q9UBK2,26,538,601
Q8N3Z0,26,186,250
Q14739,26,49,113
P35368,26,367,432
Q9NQS7,26,45,110
Q9H7J1,26,21,87
Q07283,26,105,171
Q68DH5,26,574,641
Q96MU7,26,660,727
Q6WCQ1,26,482,550
Q7L8A9,26,297,365
Q15424,26,654,722
Q8N684,26,403,471
Q15287,26,236,305
Q9UBK2,26,603,672
Q9P281,26,1412,1482
P49759,26,77,147
Q08493,26,0,71
Q13573,26,464,536
Q8WUA2,26,420,492
Q92504,26,240,313
Q9BQ39,26,664,737
Q16560,26,172,246
A8K010,26,0,75
Q9NQ39,26,100,176
Q9NR30,26,706,783
Q16630,26,474,551
Q5T8D3,26,366,444
O75541,26,268,346
P49760,26,0,78
Q9NXX6,26,0,79
Q2YD98,26,586,666
Q9UN86,26,402,482
O95819,26,396,476
Q9P1Y6,26,319,400
Q6PH81,26,41,122
Q9ULK5,26,0,82
O94880,26,805,888
Q2TAM9,26,78,161
Q96GQ7,26,712,796
Q7Z3G6,26,636,722
O95071,26,2314,2401
P84103,26,76,164
O95425,26,599,688
Q6IEG0,26,250,339
P78332,26,567,657
Q9HCE9,26,881,972
Q9HCD5,26,0,91
Q9Y2W1,26,0,94
Q96AG4,26,147,242
Q8WXF8,26,100,195
P52756,26,0,96
P26368,26,0,98
Q8WVK2,26,0,99
P36915,26,0,101
Q53GS9,26,0,102
P04554,26,0,102
Q5VWQ8,26,0,103
Q13243,26,167,272
Q14687,26,301,407
Q5VUA4,26,240,347
P56182,26,349,461
O43143,26,0,114
P62995,26,0,114
Q14562,26,150,266
Q9BXP5,26,0,117
Q9NWB6,26,0,117
Q13875,26,64,183
Q13595,26,0,119
Q16629,26,117,238
Q15170,26,0,123
O43823,26,262,385
Q15695,26,353,479
Q9BUV0,26,0,127
Q9HCG8,26,0,129
P20930,26,90,220
Q6XPR3,26,89,221
Q75WM6,26,122,255
Q15696,26,348,482
Q01130,26,85,221
Q8NAV1,26,172,312
P49761,26,148,290
Q9NQ29,26,228,371
Q8IYT1,26,381,526
Q5VUA4,26,0,146
Q9BSF8,26,0,147
Q13123,26,289,437
Q14498,26,0,150
Q8TDI7,26,0,154
Q9HC52,26,88,245
Q9P2N5,26,81,238
Q92576,26,1882,2039
Q9UDY2,26,150,308
Q86U06,26,0,160
Q9NYF8,26,634,798
Q9Y383,26,228,392
Q5T8P6,26,78,243
Q15424,26,474,643
Q15287,26,0,172
Q8NDT2,26,539,711
Q96A59,26,0,175
O75494,26,87,262
Q8WXF0,26,85,261
Q13247,26,164,344
Q96IZ7,26,0,182
Q86SU0,26,363,546
Q14244,26,0,184
Q14966,26,460,645
Q659C4,26,0,186
O60828,26,78,265
Q8WUQ7,26,0,188
Q8IWX8,26,689,879
Q9BRL6,26,89,282
Q08289,26,465,660
Q96T58,26,671,872
Q9NS56,26,489,694
O95232,26,227,432
Q9Y388,26,112,322
P30414,26,1250,1462
P49750,26,1037,1250
Q96S94,26,304,520
Q9UK58,26,310,526
Q02040,26,478,695
Q96T37,26,553,780
Q8TAD8,26,0,229
O95218,26,97,330
Q7L014,26,0,234
P18615,26,25,264
Q9UKV3,26,1096,1341
Q9BUQ8,26,0,246
P08621,26,185,437
Q9HCG8,26,649,908
Q96QZ7,26,1229,1491
Q7L4I2,26,0,264
Q9NQR7,26,364,638
Q9BZI7,26,203,483
Q00975,26,800,1082
Q05519,26,202,484
Q9P1Y6,26,959,1246
Q5T481,26,613,906
Q92620,26,28,323
P18583,26,1735,2054
Q5VTL8,26,227,546
Q9BYW2,26,247,567
Q9NWH9,26,707,1034
Q08170,26,162,494
Q9H0G5,26,201,534
Q9NYF8,26,0,338
Q8WXA9,26,160,508
Q8IXT5,26,537,886
Q8WVS4,26,0,377
Q13523,26,129,536
Q99590,26,717,1149
Q8N2M8,26,234,674
Q8TF01,26,358,805
Q9Y2W1,26,109,561
P23588,26,158,611
Q14151,26,477,953
Q68DN1,26,1437,1984
Q13427,26,176,754
A7MD48,26,31,611
Q14152,26,780,1382
B3KS81,26,0,715
Q5T200,26,55,1516
Q9UQ35,26,101,2178
Q702N8,27,1782,1812
Q8N2R8,27,316,346
Q9Y644,27,28,58
P28908,27,482,512
Q8N137,27,49,79
Q9Y467,27,284,314
Q8TEW8,27,641,671
Q9H4Z2,27,879,909
Q8N8I6,27,55,85
Q96LU7,27,80,110
Q7Z410,27,441,471
Q9NS82,27,0,30
Q9NP85,27,353,383
Q9HC84,27,5254,5284
Q4KMQ1,27,451,481
Q8N2S1,27,78,108
A6NHQ4,27,0,30
Q86XJ0,27,264,294
Q5T5U3,27,212,242
Q9UHB4,27,183,213
P48444,27,200,230
P30530,27,864,894
Q99941,27,220,250
Q9NRL3,27,205,235
O75674,27,153,183
P58107,27,1105,1135
O75364,27,202,232
P20749,27,424,454
Q5SZQ8,27,282,312
Q9H201,27,602,632
Q7Z5A4,27,30,60
Q6P9B9,27,0,30
Q9ULV5,27,419,449
O94983,27,903,933
Q9NRD9,27,194,224
Q9NRD8,27,200,230
Q09013,27,529,559
Q8N2Y8,27,1420,1450
P15863,27,379,409
Q02833,27,120,150
Q96N21,27,354,384
Q9P2F9,27,171,201
Q147X3,27,0,30
O15230,27,1249,1279
C9JVW0,27,59,89
Q5T0F9,27,328,358
P51610,27,404,435
P08151,27,1001,1032
Q9H3S7,27,1459,1490
O60229,27,1892,1923
Q96G91,27,343,374
Q92610,27,667,698
Q16643,27,474,505
Q86Y26,27,172,203
P03971,27,258,289
P78413,27,400,431
Q8NA69,27,166,197
Q9Y618,27,1168,1199
Q9UJ41,27,677,708
P49815,27,1147,1178
Q9H0D2,27,882,913
Q96F81,27,21,52
Q5VTJ3,27,375,406
Q8IY17,27,437,468
Q9HB75,27,879,910
Q96JP2,27,68,99
Q8NA69,27,42,73
Q9P267,27,1034,1065
Q6P1R4,27,442,473
Q5D1E8,27,518,549
Q6ZS72,27,0,31
Q8IZN3,27,425,456
Q96F63,27,194,225
Q9BRK3,27,289,320
P0CW18,27,572,603
Q6NT76,27,232,263
Q92994,27,384,415
Q13405,27,52,83
Q9Y467,27,213,244
Q6ZN01,27,25,56
Q9UHY1,27,407,438
O75064,27,1202,1233
Q13887,27,294,325
Q5K4E3,27,291,322
Q8WZA1,27,629,660
Q8NDV7,27,1721,1752
Q99607,27,489,520
O15042,27,374,405
Q7Z7M8,27,28,59
Q8IXH6,27,38,69
Q96HC4,27,82,113
Q9BZ72,27,872,903
A1L1A6,27,0,31
O60343,27,0,31
Q9Y3S1,27,1319,1350
E7EW31,27,984,1015
Q96EY9,27,0,31
O15534,27,743,774
Q8N693,27,340,371
Q99527,27,0,32
Q8N944,27,175,207
Q63ZY3,27,154,186
O15446,27,0,32
Q8NBT3,27,461,493
O15027,27,1717,1749
O95714,27,3464,3496
Q9H7L9,27,220,252
Q9ULZ9,27,298,330
Q5TGY1,27,0,32
P41212,27,0,32
Q9Y2L8,27,150,182
Q17RM4,27,684,716
Q6ZMD2,27,0,32
Q9P2P1,27,420,452
Q14593,27,0,32
O94964,27,1299,1331
Q2M3G4,27,820,852
Q96RG2,27,1291,1323
Q5GH72,27,136,168
O94910,27,444,476
Q7Z6J0,27,613,645
P0C7W9,27,410,442
A8MXJ8,27,410,442
P0C7V4,27,410,442
Q63ZY3,27,0,32
A6NDD5,27,0,32
Q6ZRI0,27,1934,1966
Q96CB8,27,217,249
Q9UKV5,27,37,69
A7E2V4,27,1628,1660
Q8IZ69,27,593,625
Q9UM82,27,293,325
Q14839,27,508,540
A5PLL1,27,218,250
Q9UPX0,27,1057,1089
Q969R2,27,137,169
Q14332,27,158,190
Q96K58,27,587,619
Q9Y4B6,27,915,947
Q96M27,27,97,129
Q96GS4,27,225,257
Q5VV16,27,219,251
O94761,27,414,446
A6NF01,27,541,573
A8CG34,27,934,966
Q53S99,27,39,72
P0C7T8,27,184,217
Q6ZTZ1,27,136,169
P0C025,27,295,328
Q9NQC1,27,103,136
Q9Y314,27,127,160
Q6NZ36,27,105,138
P46108,27,197,230
Q01432,27,82,115
Q8N393,27,134,167
Q6ZRI6,27,472,505
A5PL33,27,224,257
Q9HCF6,27,1456,1489
Q03989,27,423,456
P06734,27,288,321
A6NMD0,27,25,58
Q6P597,27,471,504
Q6P387,27,113,146
Q9Y468,27,505,538
Q76I76,27,612,645
Q8NHJ6,27,215,248
P09874,27,358,391
Q9UPM6,27,272,305
Q9BV97,27,0,33
A8MU76,27,159,192
Q13118,27,326,359
Q9UEF7,27,91,124
Q1L6U9,27,106,139
A6PVC2,27,624,657
Q9BQD7,27,202,235
Q9H939,27,293,326
B9EIR1,27,141,174
O15211,27,540,573
P13349,27,217,250
A6NJQ4,27,407,440
O60248,27,200,233
Q8WZ42,27,18017,18050
P22105,27,3077,3110
Q9HAP2,27,442,475
Q86YN6,27,120,153
P01876,27,91,124
Q5TGY3,27,1501,1534
Q9P1Y6,27,1453,1486
Q96SM3,27,85,118
Q6ZMY3,27,819,852
Q99687,27,21,54
O43151,27,229,262
Q6Q759,27,383,416
Q8NA92,27,142,175
Q6ZMM2,27,328,361
Q9Y4C1,27,305,339
Q6X4W1,27,80,114
Q9BZ76,27,1204,1238
Q9NRJ4,27,828,862
Q9HC07,27,33,67
Q70CQ3,27,363,397
O43474,27,331,365
Q9BTD8,27,0,34
Q86VW2,27,45,79
Q14315,27,1735,1769
Q8N8Q3,27,248,282
Q96LK8,27,198,232
O95644,27,55,89
Q9UBI4,27,252,286
Q68DV7,27,729,763
Q14980,27,1731,1765
Q13410,27,492,526
Q96NU0,27,1205,1239
Q93097,27,0,34
Q9H0E3,27,136,170
Q5VST9,27,7330,7364
P98077,27,456,490
P80192,27,1050,1084
Q01826,27,442,476
Q01581,27,486,520
Q6ZQN5,27,0,34
Q14689,27,298,332
Q9BQ83,27,147,181
P49815,27,1760,1794
P55291,27,673,707
Q2M3G4,27,614,648
Q9UQB9,27,0,34
Q6PCB0,27,299,333
A8MX19,27,406,440
Q6ZSY5,27,0,34
O75044,27,982,1016
K7EP13,27,0,34
Q9H8S5,27,28,62
Q93052,27,356,390
Q9UFD9,27,210,244
A6NJZ7,27,210,244
Q9NP70,27,98,132
Q6ZVC0,27,740,774
Q8IUW5,27,141,175
Q6PEX7,27,106,140
Q9Y4R8,27,625,659
Q12770,27,929,963
Q9UQ26,27,0,34
A6NJB7,27,299,333
O14543,27,129,163
Q9NQS7,27,282,317
P33316,27,76,111
P0C7V6,27,597,632
Q9HB31,27,158,193
O95177,27,0,35
Q5T0J7,27,198,233
P49756,27,0,35
O14492,27,509,544
Q9BXA9,27,228,263
Q8IYJ3,27,0,35
O75023,27,555,590
Q13615,27,579,614
Q13363,27,405,440
Q8NBF1,27,0,35
Q2TAZ0,27,1239,1274
Q8TF61,27,162,197
Q9H1Z9,27,0,35
Q96T58,27,2562,2597
Q13322,27,127,162
Q9H869,27,514,549
Q86VH5,27,375,410
Q8N0U2,27,139,174
Q96FZ7,27,166,201
Q9NRC6,27,821,856
Q9NSE2,27,167,202
Q13444,27,12,47
Q96RK0,27,883,918
Q13887,27,0,35
Q99576,27,99,134
Q6NUN9,27,149,184
Q13574,27,946,981
Q9HCH0,27,109,144
Q96PE2,27,962,997
A2VEC9,27,1527,1562
O15027,27,1752,1787
Q9UHC3,27,274,310
Q06643,27,56,92
Q9BYE2,27,120,156
Q02086,27,0,36
Q15758,27,505,541
Q8N4L4,27,205,241
P41235,27,412,448
Q9H6I2,27,251,287
Q8N6F1,27,188,224
Q9NRJ4,27,993,1029
Q2WGN9,27,168,204
O15446,27,113,149
Q92837,27,53,89
Q9C086,27,277,313
Q9Y618,27,1087,1123
P17931,27,68,104
Q2VPJ9,27,279,315
A6NNJ1,27,406,442
Q765P7,27,688,724
O60500,27,1021,1057
Q6NWY9,27,0,36
P22674,27,56,92
Q96T21,27,780,816
P0C7W8,27,406,442
A6NKC0,27,406,442
O75398,27,159,195
Q9NU39,27,279,315
Q8N1F8,27,988,1024
Q9BZL6,27,0,36
P52746,27,26,62
Q5VZI3,27,0,36
Q6ZUB1,27,587,623
Q8N112,27,0,36
Q969H4,27,281,317
Q9NR82,27,737,773
Q9C0A1,27,2187,2223
Q9UDV7,27,39,76
P22105,27,2661,2698
A6NMB9,27,0,37
Q8TDY8,27,1139,1176
Q5W150,27,79,116
O43184,27,872,909
O75077,27,0,37
Q8NF64,27,0,37
O60658,27,12,49
Q96AD5,27,459,496
O75023,27,414,451
Q9BR39,27,161,198
Q7Z692,27,254,291
Q9C026,27,78,115
P09564,27,136,173
P56555,27,5,42
P40238,27,199,236
Q8WUY3,27,769,806
O00141,27,59,96
Q8NBB4,27,0,37
Q7LC44,27,175,212
Q9UPA5,27,1822,1859
Q8N423,27,415,452
O95425,27,1222,1259
A8MZG2,27,7,44
Q68CZ2,27,1022,1059
O95466,27,0,37
Q9BVQ7,27,169,206
Q96Q04,27,1423,1460
Q5VWG9,27,774,811
Q06190,27,658,695
Q0VDD7,27,545,582
Q53RT3,27,0,37
O00287,27,0,37
Q9H211,27,380,417
O75509,27,504,541
Q13351,27,78,115
Q16621,27,36,73
Q96D98,27,41,78
Q14626,27,321,358
Q9UPR6,27,355,392
O94842,27,300,337
Q9C0F0,27,1772,1810
Q5EBL2,27,640,678
P40197,27,465,503
Q9HBE5,27,500,538
P21579,27,0,38
Q8N7X2,27,25,63
Q3T8J9,27,1003,1041
Q15059,27,0,38
A8MYZ6,27,306,344
Q6ZUX3,27,27,65
Q13796,27,1208,1246
A6NDZ8,27,135,173
Q12770,27,577,615
Q6ZMT1,27,63,101
Q9BZJ7,27,330,368
Q8TEW8,27,133,171
Q9Y5V3,27,375,413
P20807,27,0,38
Q8NAG6,27,279,317
Q8N431,27,0,38
J3KQ70,27,277,315
Q0D2I5,27,20,58
P10515,27,183,221
Q96PE2,27,1023,1061
Q5UAW9,27,297,335
O15499,27,27,65
O43638,27,174,212
Q6NSZ9,27,298,336
Q5H9F3,27,340,378
Q15788,27,1247,1286
Q14764,27,854,893
O43307,27,445,484
Q7Z7C8,27,120,159
O95206,27,1031,1070
O43747,27,590,629
P49795,27,0,39
Q5EBL2,27,412,451
P31152,27,496,535
P01860,27,114,153
Q5T0B9,27,50,89
Q9H0B3,27,663,702
Q9P281,27,784,823
Q9UPU3,27,34,73
Q9NQU5,27,147,186
Q9H869,27,459,498
Q8NFU5,27,0,39
Q96KW2,27,116,155
Q9C0A6,27,844,883
Q8WYQ3,27,59,98
Q6ZNC4,27,251,290
Q9Y5Y0,27,57,96
O15218,27,365,404
A6NDV4,27,0,39
Q4V9L6,27,38,77
Q9BXP2,27,640,679
P0C874,27,207,246
Q6ZUB0,27,207,246
O75127,27,389,428
G3V325,27,438,477
Q5T871,27,59,98
Q8WXT5,27,219,258
Q9NPA2,27,489,528
Q15562,27,182,221
C9JH25,27,765,805
Q8NCA9,27,0,40
A6NE01,27,1872,1912
O00459,27,80,120
O43566,27,526,566
Q8WXI7,27,7661,7701
Q9C0B0,27,322,362
Q9UKU9,27,237,277
Q92886,27,172,212
Q6Q6R5,27,77,117
M0R381,27,132,172
Q17R60,27,404,444
O60336,27,1298,1338
P98175,27,530,570
Q9P2E5,27,625,665
P56524,27,337,377
Q9Y3Q4,27,866,906
Q86X02,27,274,314
A8K8P3,27,1095,1135
P36941,27,307,347
Q86TG7,27,307,347
Q9BYM8,27,155,195
Q15528,27,160,200
Q6ZQQ2,27,210,250
O43151,27,160,200
Q969V6,27,622,662
P83111,27,59,99
P10515,27,310,350
Q5GH73,27,81,122
Q6DRA6,27,104,145
Q14524,27,605,646
Q13670,27,49,90
Q15569,27,523,564
Q8TAY7,27,111,152
A6NKQ9,27,146,187
P53350,27,0,41
Q96LX7,27,581,622
Q86UX2,27,627,668
Q9NQW1,27,975,1016
P06401,27,329,370
Q7L5A3,27,0,41
Q9H987,27,916,957
Q9NZ56,27,737,778
Q8TDY8,27,1209,1250
Q8N5R6,27,193,234
Q8TEV8,27,41,82
Q6ZRP0,27,221,262
O00330,27,139,180
Q9NQB0,27,206,247
P42695,27,1302,1343
Q8IZN3,27,378,419
Q5HY92,27,252,293
Q96EK2,27,182,223
Q01201,27,93,134
Q8NCK7,27,430,471
Q96GE9,27,0,41
Q8IWX8,27,71,112
Q66K64,27,277,318
Q04726,27,126,168
P37275,27,547,589
P57058,27,512,554
Q9UKP3,27,64,106
Q6ZP65,27,61,103
Q13936,27,2025,2067
Q9NPG3,27,1092,1134
Q86VW2,27,538,580
O15534,27,563,605
Q13285,27,117,159
Q13469,27,70,112
Q8WUI4,27,255,297
Q9Y4G2,27,627,669
Q9UIF8,27,1569,1611
Q96L73,27,2543,2585
Q6ZRT6,27,223,265
P57071,27,148,190
Q7Z6Z7,27,3890,3932
Q9NPR9,27,145,187
Q8N5I2,27,331,373
Q8NBT0,27,314,356
P29376,27,22,64
Q15906,27,217,259
Q96NZ1,27,361,403
Q9C0A1,27,672,714
O95104,27,139,181
Q9BRJ9,27,203,245
Q9BXP5,27,760,802
P41225,27,26,68
Q13424,27,38,80
Q14863,27,59,101
Q6UB99,27,1986,2028
Q96KV7,27,270,313
Q9NRP7,27,309,352
Q96RU8,27,47,90
O95231,27,215,258
Q96B70,27,0,43
O77932,27,0,43
Q9H7S9,27,329,372
Q9UQ05,27,909,952
Q9P266,27,1099,1142
Q6ZQQ2,27,538,581
Q6ZVL6,27,202,245
O60292,27,1671,1714
Q9UKP6,27,0,43
Q5T1R4,27,1266,1309
Q8TBC5,27,0,43
Q8TC41,27,175,218
P0C7T5,27,181,224
Q6ZNJ1,27,1297,1340
Q5HYR2,27,136,180
P35452,27,79,123
Q8IVL0,27,0,44
Q14766,27,225,269
Q8IYH5,27,599,643
Q10567,27,582,626
Q8TE82,27,224,268
Q2M3G4,27,70,114
Q7Z7K2,27,312,356
Q99607,27,619,663
B1AJZ9,27,103,147
Q6IQ23,27,837,881
Q969S8,27,348,392
Q15270,27,0,44
Q8N4L2,27,0,44
Q5VWJ9,27,0,44
A6NGG8,27,412,456
Q9Y6K5,27,350,394
Q9HCM3,27,1698,1742
Q6BEB4,27,69,113
A8MV65,27,161,205
Q8N9H9,27,199,243
P31277,27,120,164
O75864,27,0,44
A6NMB9,27,214,258
A6NKF2,27,303,347
Q2MJR0,27,251,295
Q7Z5Q5,27,856,900
Q92985,27,235,279
Q7Z736,27,748,793
Q9P2E2,27,629,674
Q8TC05,27,610,655
Q8TD26,27,2313,2358
Q13501,27,195,240
Q96IW2,27,195,240
Q5T5Y3,27,552,597
P12829,27,0,45
P19971,27,0,45
Q96DN2,27,284,329
